question,answer,category,num_evidence,BM25,TF-IDF,SVM,FAISS,Time-Weighted,any_retriever_found
What are the names of James's dogs?,"Ned, Daisy, Max",1,2,0,0,0,0,0,0
When did James adopt Ned?,first week of April 2022,2,1,0,0,0,0,0,0
"How was John feeling on April 10, 2022?",seeking solitude,2,1,0,0,0,0,0,0
Did James have a girlfriend during April 2022?,Presumably not,3,1,0,0,0,0,0,0
When did James visit Italy?,In 2021,2,1,0,0,0,0,0,0
When did James buy himself a new adventure book?,"April 26, 2022",2,1,0,0,0,0,0,0
When did James start playing Civilization VI?,March 2022,2,1,0,0,0,0,0,0
What is the game with different colored cards that was John talking about with James?,UNO,3,1,1,1,1,1,0,1
What is the board game where you have to find the imposter that John mentions to James?,Mafia,3,1,0,0,1,0,0,1
Which books has John recommended to James?,"The Name of the Wind, Stormlight Archive, Kingkiller Chronicles, Expanse",1,2,0,0,0,0,0,0
Was James feeling lonely before meeting Samantha?,"Most likely yes, because he mentioned that the only creatures that gave him joy are dogs and he was actively trying to date.",3,1,0,0,0,0,0,0
How many charity tournaments has John organized till date?,two,1,2,0,0,0,0,0,0
When did John first organize a charity tournament with his friends?,"May 7, 2022",2,1,0,0,0,0,0,0
Who or which organizations have been the beneficiaries of John's charity tournaments?,"animal shelter, homeless, children's hospital",1,3,0,0,0,0,0,0
When will John start his new job?,"In July, 2022",2,1,0,0,0,0,0,0
What kind of games has James tried to develop?,"football simulator, virtual world inspired by Witcher 3",1,3,0,0,0,0,0,0
Are John and James fans of the same football team?,"No, James is a Liverpool fan and John is a Manchester City fan.",3,2,0,0,0,0,0,0
Which countries has James visited?,"Italy, Mexico, Turkey, Canada, Greenland",1,4,1,1,1,1,0,1
What kind of classes has James joined?,"game design course, cooking classes",1,2,0,0,0,0,0,0
When did James volunteer at an organization?,May 2022,2,1,0,0,0,0,0,0
When did James depart for his trip to Canada?,"July 11, 2022",2,1,0,0,0,0,0,0
Which country did James book tickets for in July 2022?,Canada,3,2,0,0,0,0,0,0
How many days did James plan to spend on his trip in Canada?,19 days,2,2,0,0,0,0,0,0
"Where was James at on July 12, 2022?","Toronto, Canada",2,1,0,0,0,0,0,0
Did John and James study together?,Yes,3,1,0,0,0,0,0,0
Which countries did James visit in July 2022?,"Canada, Greenland",1,2,0,0,0,0,0,0
What additional country did James visit during his trip to Canada?,Greenland,3,1,0,0,0,0,0,0
Who is Jill?,Most likely John's partner.,3,1,1,1,0,0,0,1
When did John spend time with his sister and dogs?,"July 21, 2022",2,1,1,1,0,0,0,1
What happened to John's job situation in 2022?,"quit his IT Job, secured his dream job, aspires to become an eSports competition organizer",1,3,0,0,0,0,0,0
When did John start his job in IT?,2019,2,1,0,0,0,0,0,0
What kind of tricks do James's pets know?,"swimming, catching frisbees, balancing on a skateboard, sit, stay, paw, and rollover",1,4,0,0,0,1,0,1
When did James meet Samantha?,"August 9, 2022",2,1,0,0,0,0,0,0
When did James take his 3 dogs to the beach?,"August 9, 2022",2,1,1,0,1,1,0,1
When did John plan his next meeting with his siblings?,"In September, 2022",2,1,1,0,0,0,0,1
Why didn't John want to go to Starbucks?,Possibly because he likes to drink beer on his days off.,3,2,1,1,1,1,0,1
What kind of beer does McGee's bar serve?,"Stout, lager",1,3,1,1,1,1,1,1
When did John and James meet at McGee's bar?,"August 27, 2022",2,1,1,1,1,1,0,1
When did James ask Samantha to be his girlfriend?,"September 3, 2022",2,1,0,0,0,0,0,0
"When did James, Samantha and John go to the baseball game together?","September 11, 2022",2,2,1,1,1,1,0,1
What gaming equipments did John buy or refurbish?,"Sennheiser headphones, Logitech mouse, gaming desk",1,3,0,0,1,1,0,1
When did James start taking cooking classes?,"September 2, 2022",2,1,0,0,1,1,0,1
Which new games did John start play during the course of the conversation with James?,"AC Valhalla, Witcher 3, FIFA 23, Dungeons of the Dragons, futuristic dystopian game",1,6,0,0,0,0,0,0
When did John start working on his 2D Adventure mobile game?,approximately summer of 2022,2,1,0,1,0,0,0,1
How long did it take for James to complete his Witcher-inspired game?,six months,2,2,0,0,0,0,0,0
What kind of programming-related events has John hosted?,"online programming competition, programming seminar",1,2,0,0,0,0,0,0
When did John and his programming friends host an online programming competition?,Last week before 13 October 2022.,2,1,0,0,0,1,0,1
Which of James's family members have visited him in the last year?,"mother, sister",1,2,0,0,0,0,0,0
When did James' mother and her friend visit him?,"October 19, 2022",2,1,1,1,0,0,0,1
When did James try Cyberpunk 2077 game?,"October 20, 2022",2,1,1,1,1,1,0,1
When did John and his gaming friends organize the charity tournament?,"On the night of October 30 to 31, 2022",2,1,0,0,0,0,0,0
What games has John played with his friends at charity tournaments?,"CS:GO, Fortnite, Overwatch and Apex Legends",1,3,0,0,0,0,0,0
What was James' big moment with Samantha in October 2023?,They decided to live together and rented an apartment not far from McGee's bar.,2,2,1,1,0,0,0,1
How long did James and Samantha date for before deciding to move in together?,nearly three months,2,3,1,1,1,1,0,1
"When did James, his family and his dogs start on a road trip together?","November 4, 2022",2,1,1,0,0,0,0,1
How long did John practice chess for before winning the chess tournament?,nearly four months,2,3,1,1,0,1,0,1
When did James and his family visit Mark and Josh?,"November 7, 2022",2,1,1,1,1,1,0,1
When did John work with a game developer on a project?,"November 5-6, 2022",2,1,1,1,0,0,0,1
What programming languages has James worked with?,Python and C++,4,1,0,0,1,0,0,1
What type of mobile application does James plan to build with John?,An app for dog walking and pet care,4,1,0,0,0,0,0,0
How does James plan to make his dog-sitting app unique?,By allowing users to customize their pup's preferences/needs,4,1,0,0,1,1,0,1
What has John mostly found with the metal detector so far?,bottle caps,4,1,1,0,1,0,0,1
What did James offer to do for John regarding pets?,help find the perfect pet,4,1,0,0,0,0,0,0
"What instrument is John learning to play as of 27 March, 2022?",Drums,4,2,1,1,0,0,0,1
"How long has John been playing the drums as of 27 March, 2022?",One month,4,1,0,0,0,0,0,0
What game did John play in an intense tournament at the gaming convention in March 2022?,CS:GO,4,1,1,0,0,0,0,1
What game was James playing in the online gaming tournament in April 2022?,Apex Legends,4,1,0,0,0,0,0,0
How does James communicate with his gaming team?,voice chat,4,1,1,1,1,0,0,1
What advice did James receive from the famous players he met at the tournament?,never put your ego above team success,4,1,0,0,0,0,0,0
What did James adopt in April 2022?,a pup,4,1,0,0,0,0,0,0
What is the name of the pup that was adopted by James?,Ned,4,1,0,0,0,0,0,0
Why did James embody the appearance of the game character from the woman he saw during a walk?,He found her appearance and eyes amazing.,4,1,0,1,0,0,0,1
What inspired James to create the game character in the virtual world?,Appearance of a woman he saw during a walk,4,1,0,0,0,0,0,0
Which country did James visit in 2021?,Italy,4,1,0,0,0,0,0,0
What impresses John about Japan?,Technologically advanced megacities and tasty street food,4,1,0,0,1,1,0,1
What kind of assignment was giving John a hard time at work?,Coding assignment,4,1,1,1,0,0,0,1
"What breed is Daisy, one of James' dogs?",Labrador,4,1,1,0,1,1,0,1
What type of pizza is James' favorite?,Pepperoni,4,1,0,0,0,1,0,1
What type of pizza is John's favorite?,Hawaiian,4,1,1,1,1,1,0,1
"What did John organize with his friends on May 8, 2022?",A tournament for CS:GO,4,1,0,0,0,0,0,0
What did John and his friends do with the remaining money after helping the dog shelter?,Bought groceries and cooked food for the homeless,4,1,1,1,1,1,0,1
What was the main goal of the money raised from the charity tournament organized by John and his friends in May 2022?,Raise money for a dog shelter,4,1,1,1,0,0,0,1
What did the system John created help the charitable foundation with?,"tracking inventory, resources, and donations",4,1,0,0,0,0,0,0
What did John create for the charitable foundation that helped generate reports for analysis?,computer application on smartphones,4,1,0,0,1,0,0,1
What did John receive for achieving second place in the tournament?,money and a trophy,4,2,1,1,1,1,0,1
What project is James working on in his game design course?,"a new part of the football simulator, collecting player databases",4,1,0,0,0,0,0,0
Who does James support in football matches?,Liverpool,4,1,0,0,0,0,0,0
Which football club does John support?,Manchester City,4,1,0,0,0,0,0,0
What disagreement do James and John have about their football teams?,debating on which team will perform better in the championship,4,1,0,1,0,0,0,1
What is Max good at doing according to James?,catching frisbees in mid-air,4,1,1,0,1,1,0,1
What is the main focus of the organization that James volunteered with?,providing necessary items to those who are less fortunate,4,1,1,1,0,0,0,1
Will there be an interview required to volunteer with the organization James volunteered for?,No,4,1,0,0,0,0,0,0
"How did John relax in his free time on 9 July, 2022?",Reading,4,1,0,0,0,0,0,0
What did James enjoy doing on cold winter days?,Reading while snuggled under the covers,4,1,1,1,0,0,0,1
"What new hobby did James become interested in on 9 July, 2022?",Extreme sports,4,1,0,0,0,0,0,0
Where did James plan to visit after Toronto?,Vancouver,4,1,1,1,1,1,0,1
When did James plan to return from his trip to Toronto and Vancouver?,July 20,4,1,1,1,0,0,0,1
What online game did John start playing recently for improving strategy?,Chess,4,1,0,0,0,0,0,0
What made John leave his IT job?,to focus on things that align with his values and passions,4,1,0,0,0,0,0,0
Which game tournaments does John plan to organize besides CS:GO?,Fortnite competitions,4,1,0,0,0,0,0,0
What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,4,1,0,1,1,1,0,1
What game genre did John start exploring instead of shooters?,strategy and RPG games,4,1,1,1,1,1,0,1
"Which RPG game is John playing and enjoying on 10 August, 2022?",The Witcher 3,4,1,0,0,0,0,0,0
"What aspect of ""The Witcher 3"" does John find immersive?",shaping the world with choices,4,1,1,1,0,1,0,1
Whose phone number did James receive during the beach outing?,Samantha,4,1,1,1,0,0,0,1
What is James planning to do after receiving Samantha's phone number?,call her,4,1,1,1,0,0,0,1
What is John organizing with his siblings?,a gaming night,4,1,1,1,0,0,0,1
What type of beer does John not like?,dark beer,4,1,0,1,1,1,0,1
What were some difficulties James faced during the development of his game?,balancing mechanics and ensuring fairness,4,1,0,0,0,0,0,0
What has John been teaching his siblings?,coding,4,1,1,1,0,0,0,1
What kind of programs are John's siblings making?,basic games and stories,4,1,0,0,0,0,0,0
Which company's headphones did John choose for gaming?,Sennheiser,4,1,0,0,1,1,0,1
What did James and Samantha discover they both enjoy at McGee's bar?,Lager beer,4,1,1,1,1,1,0,1
How much does James pay per cooking class?,$10,4,1,1,0,1,1,0,1
What did James learn to make in the cooking class besides omelette and meringue?,Dough,4,1,1,1,1,1,0,1
Why did James sign up for a cooking class?,He wanted to learn something new,4,1,1,1,1,1,0,1
What did James prepare for the first time in the cooking class?,Omelette,4,1,1,1,1,1,0,1
What is the name of the board game John tried in September 2022?,Dungeons of the Dragon,4,1,0,0,0,1,0,1
Where does James get his ideas from?,"books, movies, dreams",4,1,0,0,0,0,0,0
What kind of dream did James have recently?,a dream with a medieval castle full of puzzles and traps,4,1,0,0,0,0,0,0
What kind of music does John like?,electronic and rock music,4,1,0,0,0,0,0,0
What instrument did James used to play when he was younger?,guitar,4,1,1,1,0,0,0,1
What did John use to play when he was younger to let off steam?,drums,4,1,1,1,1,1,0,1
What career milestone did John achieve recently in September 2022?,making his first mobile game,4,1,1,1,0,0,0,1
What type of game is John's upcoming mobile game?,2D adventure,4,1,0,0,0,0,0,0
What does John do to stay informed and constantly learn about game design?,watch tutorials and keep up with developer forums,4,1,1,1,1,1,0,1
What kind of gig was John offered at the game dev non-profit organization?,programming mentor for game developers,4,1,0,0,0,0,0,0
What does John feel about starting the journey as a programming mentor for game developers?,excited and inspired,4,1,0,0,0,0,0,0
What kind of games is James excited to play with his new video card?,RPGs,4,1,1,1,0,0,0,1
What inspired James to create his game?,Witcher 3,4,1,0,0,0,0,0,0
What sparked James' passion for gaming when he was a kid?,Super Mario and The Legend of Zelda games,4,1,1,1,0,0,0,1
What did James lose progress on due to a power outage?,a game,4,1,0,0,0,0,0,0
"What games were played at the gaming tournament organized by John on 31 October, 2022?","Fortnite, Overwatch, Apex Legends",4,2,0,1,0,0,0,1
"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",To raise money for a children's hospital,4,2,0,0,0,0,0,0
"What decision did James and Samantha make on 31 October, 2022?",To move in together,4,2,0,1,0,0,0,1
"Where did James and Samantha decide to live together on 31 October, 2022?",In an apartment not far from McGee's bar,4,1,0,0,0,0,0,0
Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,4,1,1,1,0,1,0,1
"What game is John hooked on playing on 5 November, 2022?",FIFA 23,4,1,1,0,0,0,0,1
What did John suggest James practice before playing FIFA 23 together?,Control with a gamepad and timing,4,1,0,0,0,0,0,0
"What project did John work on with a game developer by 7 November, 2022?",An online board game,4,1,1,1,0,0,0,1
What is the name of John's cousin's dog?,Luna,4,1,0,0,0,0,0,0
What kind of project was Jolene working on in the beginning of January 2023?,electricity engineering project,2,1,0,0,0,0,0,0
Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie",1,3,1,1,0,1,0,1
When did Deborah`s mother pass away?,a few years before 2023,2,1,0,0,0,0,0,0
When did Jolene`s mother pass away?,in 2022,2,1,0,0,0,0,0,0
When did Jolene's mom gift her a pendant?,in 2010,2,1,0,0,1,1,0,1
In what country did Jolene's mother buy her the pendant?,In France,3,1,1,1,1,1,0,1
What symbolic gifts do Deborah and Jolene have from their mothers?,pendants,1,2,0,0,0,0,0,0
Which country were Jolene and her mother visiting in 2010?,France,2,1,1,1,0,0,0,1
What helped Deborah find peace when grieving deaths of her loved ones?,"yoga, old photos, the roses and dahlias in a flower garden, nature",1,4,1,1,0,0,0,1
When did Deborah's father pass away?,"January 25, 2023",2,1,0,0,0,0,0,0
When was Deborah's parents' wedding?,in 1993,2,1,1,1,1,1,0,1
Is Deborah married?,yes,3,4,1,0,0,0,0,1
When did Deborah receive an appreciation letter from her community?,"January 26, 2023",2,1,0,0,0,0,0,0
What places give Deborah peace?,"sitting in a spot by the window in her Mom's house, sitting by the beach, Bali, forest trail in a nearby park",1,4,1,0,0,1,0,1
What were Deborah's mother's hobbies?,"reading, traveling, art, cooking",1,4,0,0,1,1,1,1
What pets does Jolene have?,snakes,4,3,0,0,0,0,0,0
What are the names of Jolene's snakes?,"Susie, Seraphim",4,2,0,1,0,1,0,1
When did Jolene buy her pet Seraphim?,in 2022,2,1,0,0,0,0,0,0
In what country did Jolene buy snake Seraphim?,In France,3,1,0,0,0,0,0,0
How many times has Jolene been to France?,two times,1,2,0,0,1,0,0,1
Which games have Jolene and her partner played together?,"Detroit, Walking Dead, Battlefield 1, It Takes Two, Overcooked 2",1,5,0,1,0,0,0,1
"When do Jolene and her partner plan to complete the game ""Walking Dead""?","Saturday after 27 January, 2023",2,1,1,1,1,1,0,1
When did Deborah meet Anna?,"31 January, 2023",2,1,0,0,0,0,0,0
Why did Jolene sometimes put off doing yoga?,She's more interested in playing video games,3,2,0,0,0,0,0,0
What new yoga poses did Deborah try?,"Warrior II, Dancer Pose (Natarajasana), Tree pose",1,3,0,0,1,0,1,1
What are Jolene's favorite books?,"Sapiens, Avalanche by Neal Stephenson",4,2,0,0,0,0,0,0
Which book did Jolene read in January 2023?,Avalanche by Neal Stephenson,2,1,0,0,0,0,0,0
When was Jolene in Bogota?,in summer 2022,2,1,1,1,0,0,0,1
In what country was Jolene during summer 2022?,Colombia,3,1,0,0,0,0,0,0
When did Jolene have a mini-retreat to reflect on her career?,"Wednesday before 9 February, 2023",2,1,1,1,0,0,0,1
When did Jolene have a dinner and drinks with her friends?,"21 February, 2023",2,1,1,1,0,0,0,1
When was the last photo of Deborah and Karlie taken?,in summer 2022,2,1,1,1,1,1,0,1
When was Deborah in Bali?,in 2022,2,1,1,1,1,1,0,1
How long have Jolene and her partner been together?,for three years,4,1,0,0,0,0,0,0
Which year did Jolene and her partner start dating?,2020,2,1,0,0,0,0,0,0
When did Deborah go for her first morning jog in a nearby park?,"24 February, 2023",2,1,1,1,0,0,0,1
How old is Jolene?,likely no more than 30; since she's in school,3,10,0,0,0,0,0,0
When did Jolene take Seraphim to the park?,"Sunday before 2 March, 2023",2,1,1,1,1,1,0,1
When did Deborah start the yoga class in the neighborhood?,"Friday before 13 March, 2023",2,1,0,0,0,1,0,1
What time management techniques do Deborah and Jolene use?,"the Pomodoro Technique - 25 minutes work and 5-minute break, scheduler or to-do list, The Eisenhower Matrix, bullet journal",1,5,1,0,1,1,0,1
Does Deborah live close to the beach or the mountains?,beach,3,1,0,0,0,0,0,0
What ways do Deborah and Jolene use to enhance their yoga practice?,"candles, music, essential oils",1,4,1,0,0,0,0,1
What music pieces does Deborah listen to during her yoga practice?,"Savana, Sleep",4,2,0,0,1,1,0,1
When did Deborah go for a bicycle ride with Anna?,"first week of April, 2023",2,1,0,0,0,0,0,0
When did Deborah go to an art show with Anna?,"on 9 April, 2023",2,1,0,0,0,0,0,0
When did Jolene finish her robotics project?,May 2023,2,1,0,0,0,0,0,0
How long did Jolene work on the robotics project given to her by her Professor?,four months,2,3,1,1,1,0,0,1
When did Jolene do yoga at Talkeetna?,"on 5 June, 2023",2,1,1,1,0,1,0,1
Which US state did Jolene visit during her internship?,Alaska,3,1,0,0,0,0,0,0
How long has Jolene been doing yoga and meditation?,about 3 years,4,1,0,0,0,0,0,0
Which year did Jolene start practicing yoga?,2020,2,1,0,0,0,0,0,0
When did Jolene buy a new aquarium for Seraphim?,"24 June, 2023",2,1,1,1,1,1,0,1
When did Jolene lose a lot of progress in her work?,last week of July 2023,2,1,0,0,0,0,0,0
When did Jolene adopt her snake Susie?,in 2021,2,2,1,1,0,0,0,1
Which pet did Jolene adopt first - Susie or Seraphim?,Susie,2,3,0,0,0,0,0,0
Which pet did Jolene adopt more recently - Susie or Seraphim?,Seraphim,2,3,0,0,0,0,0,0
When did Deborah lead a meditation session during the sunset?,"week before 16 August, 2023",2,1,1,0,0,0,0,1
When did Jolene gift her partner a new console?,"17 August, 2023",2,1,1,1,0,0,0,1
What games does Jolene recommend for Deborah?,"Zelda BOTW for Switch , Animal Crossing: New Horizons, Overcooked 2",4,2,0,0,0,0,0,0
What do Deborah and her husband do together?,"play detective games together, spend time outdoors and explore nature",4,2,0,0,0,0,0,0
When did Deborah go to a yoga retreat near her mom's place?,"a week before 24 August,2023",2,1,1,1,0,0,0,1
What projects is Jolene planning for next year?,developing renewable energy finding ways to supply clean water to those with limited access,4,2,0,0,1,0,0,1
Where did Deborah get her cats?,Luna is from the shelter and Max is her mother's cat,4,2,0,0,1,1,0,1
How old are Deborah's cats?,Max is 8 years old and Luna is 5 years old,4,2,1,1,1,1,0,1
Does Deborah like cats?,Yes,4,2,1,1,1,1,0,1
Which country was Jolene located in during the last week of August 2023?,Brazil,2,1,0,0,0,0,0,0
When did Jolene and her partner return home from Rio de Janeiro?,"29 August, 2023",2,1,1,1,0,0,0,1
What was Jolene doing with her partner in Rio de Janeiro?,"they went on excursions, checked out some cool yoga classes, visited a lot of delicious cafes, visited an old temple",4,4,1,1,1,1,0,1
When did Deborah visit Brazil?,2020,2,1,0,0,0,0,0,0
Have Deborah and Jolene been to Rio de Janeiro?,yes,4,3,1,1,1,1,0,1
Is the friend who wrote Deborah the motivational quote no longer alive?,likely yes,3,1,1,1,1,1,0,1
When did Deborah go to a community meetup?,last week of August 2023,2,1,0,0,0,0,0,0
When did Jolene's parents give her first console?,when she was 10,4,1,0,0,0,0,0,0
Did Jolene teach herself how to play the console?,yes,1,2,0,0,0,1,0,1
What do Deborah and Jolene plan to try when they meet in a new cafe?,coffee and fresh pastries,4,2,1,1,1,1,0,1
What card game is Deborah talking about?,Exploding Kittens,3,1,1,0,0,0,0,1
When did Jolene and her partner try scuba diving lessons?,"Friday before 17 September, 2023",2,1,1,1,0,0,0,1
Where did Jolene and her partner find a cool diving spot?,Phuket,1,2,0,0,0,0,0,0
Where did Jolene and her partner spend most of September 2023?,Phuket,2,1,0,0,0,0,0,0
Has Deborah tried surfing?,yes,1,2,0,0,0,0,0,0
Has Jolene tried surfing?,no,1,3,0,0,0,1,0,1
When did the Deboran and Jolene agree to go surfing?,in October 2023,2,1,0,0,0,0,0,0
Which locations does Deborah practice her yoga at?,"at her mother's old home, park, yoga studio, beach",1,5,1,0,1,0,0,1
What kind of professional activities does Jolene participate in to gain more experience in her field?,"present work at virtual conference, attend workshops  and intern at firms",1,2,0,0,0,0,0,0
What kind of engineering projects has Jolene worked on?,"electrical engineering, robotics, sustainable water purifier, productive and affordable aerial surveillance system",1,5,0,0,0,0,0,0
Which community activities have Deborah and Anna participated in?,"yoga, running",1,3,0,1,1,1,1,1
What gifts has Deborah received?,"an appreciate letter from her community, a flower bouqet from her friend, a motivational quote from a friend",1,5,1,1,0,0,0,1
Which countries has Deborah traveled to?,"Thailand, Brazil",1,2,0,0,0,0,0,0
What activities does Deborah pursue besides practicing and teaching yoga?,"biking, going to art shows, running, organizing workshops to practice mindfulness and self-care, surfing, gardening",1,5,0,0,0,0,0,0
What are the names of Jolene's snakes?,"Susie, Seraphim",4,2,0,1,0,1,0,1
What are Jolene's favorite books?,"Sapiens, Avalanche by Neal Stephenson",4,2,0,0,0,0,0,0
What music pieces does Deborah listen to during her yoga practice?,"Savana, Sleep",4,2,0,0,1,1,0,1
What games does Jolene recommend for Deborah?,"Zelda BOTW for Switch , Animal Crossing: New Horizons, Overcooked 2",4,2,0,0,0,0,0,0
What projects is Jolene planning for next year?,developing renewable energy finding ways to supply clean water to those with limited access,4,2,0,0,1,0,0,1
Where did Deborah get her cats?,Luna is from the shelter and Max is her mother's cat,4,2,0,0,1,1,0,1
How old are Deborah's cats?,Max is 8 years old and Luna is 5 years old,4,2,1,1,1,1,0,1
What was Jolene doing with her partner in Rio de Janeiro?,"they went on excursions, checked out some cool yoga classes, visited a lot of delicious cafes, visited an old temple",4,4,1,1,1,1,0,1
Have Deborah and Jolene been to Rio de Janeiro?,yes,4,3,1,1,1,1,0,1
When did Jolene's parents give her first console?,when she was 10,4,1,0,0,0,0,0,0
What do Deborah and Jolene plan to try when they meet in a new cafe?,coffee and fresh pastries,4,2,1,1,1,1,0,1
"What project did Jolene finish last week before 23 January, 2023?",an electrical engineering project,4,1,0,0,0,0,0,0
When did Jolene buy her pet snake?,A year ago,4,1,0,0,0,0,0,0
"What project was Jolene working on as of 1 February, 2023?",Robotics project,4,1,0,0,0,0,0,0
Where did Deborah meet her new neighbor Anna?,yoga in the park,4,1,0,0,0,0,0,0
What activity did Jolene and her partner plan to do together instead of resuming yoga?,play the console,4,1,0,0,0,0,0,0
"What milestone did Jolene achieve recently on 4 February, 2023?",Design and build a sustainable water purifier for a rural community,4,1,0,0,0,0,0,0
"What is Jolene's favorite book which she mentioned on 4 February, 2023?","""Sapiens""",4,1,0,0,0,0,0,0
What does Deborah bring with her whenever she comes to reflect on her mom?,amulet,4,1,1,0,0,0,0,1
"What new outlook did Jolene gain after her mini retreat on 9 February, 2023?",A confidence boost,4,1,0,0,0,0,0,0
"What cool stuff did Jolene accomplish at the retreat on 9 February, 2023?",Came up with neat solutions for her engineering project,4,1,0,0,0,0,0,0
"What idea did Jolene have to help underprivileged kids learn about STEM subjects on 9 February, 2023?",A volunteer program where engineers teach STEM to underprivileged kids,4,1,1,1,1,1,0,1
How does Jolene plan to involve local engineers in her idea of teaching STEM to underprivileged kids?,As guest speakers for workshops,4,1,1,1,1,1,0,1
What gave Deborah peace in the garden she visited?,Roses and dahlias,4,1,1,1,0,1,0,1
Why did Deborah spend time in the garden?,to find comfort after losing a friend,4,1,1,0,0,0,0,1
How did Jolene and her partner initially meet?,In an engineering class in college,4,1,0,0,0,0,0,0
What activity does Deborah incorporate into her daily routine after going for a morning jog in the park?,spending time with loved ones,4,1,1,1,1,1,0,1
"According to Jolene, what does exercise help her to feel?",connected to her body,4,1,1,1,1,1,0,1
"What did Deb share a photo of, which brought a smile to Jolene's face?",a yellow coffee cup with a handwritten message,4,1,0,0,0,0,0,0
What is one of Jolene's favorite dishes?,lasagna,4,1,1,1,0,0,0,1
What picture did Jolene share related to feeling overwhelmed?,a photo of a desk with a notebook and a computer monitor,4,1,1,0,0,0,0,1
What did Jolene and Deb discuss as a helpful strategy for studying and time management?,"breaking tasks into smaller pieces and setting goals, using planners or schedulers",4,1,0,0,1,1,0,1
"What did Jolene ask Deb to help with on 13 March, 2023?",time management,4,1,0,0,0,0,0,0
What method does Deb suggest Jolene to try for organizing tasks based on importance and urgency?,The Eisenhower Matrix,4,1,1,1,1,1,0,1
What did Jolene and Anna discuss while watching the sunset by the sea?,They realized they inspire each other,4,1,1,1,1,1,0,1
How does Jolene plan to pursue her dream of learning to surf?,"gathering information, watching videos, getting a beginners' guide",4,1,0,0,0,1,0,1
What did Deborah buy to enhance her yoga practice besides the props?,candle,4,1,0,0,0,0,0,0
What type of music does Deborah find helpful during her yoga practice?,instrumental tracks with mellow melodies and rhythms,4,1,1,0,1,0,0,1
Who are the musicians mentioned by Jolene that she enjoys listening to during her yoga practice?,Nils Frahm and Olafur Arnalds,4,1,0,0,0,0,0,0
What album does Deborah recommend for meditation and deep relaxation?,'Sleep',4,1,1,1,1,1,0,1
"Which show did Deborah go to with a friend on 9 April, 2023?",an art show,4,1,0,0,0,0,0,0
What does Deborah find comforting about going to art shows?,It makes her feel like she's still experiencing it with her mom,4,1,1,1,1,1,1,1
How does Jolene describe the time spent with her snakes and partner?,Valuable and relaxing,4,1,1,1,0,0,0,1
What does Jolene enjoy doing with her partner after a long day?,Playing video games,4,1,1,0,0,0,0,1
What is Jolene currently doing in June 2023?,interning at a well-known engineering firm,4,1,0,0,0,0,0,0
For how long has Jolene had Seraphim as a pet?,one year,4,1,0,0,0,0,0,0
How does Jolene feel when spending time with Seraphim?,comforted,4,1,0,0,0,0,0,0
Which new yoga pose did Deborah share a photo of?,tree pose,4,1,1,1,1,1,0,1
What group activity did Deborah start with Anna?,running group,4,1,1,1,1,1,1,1
What made being part of the running group easy for Deborah to stay motivated?,helping and pushing each other during runs,4,1,0,0,0,0,0,0
Why did Jolene decide to get a snake as a pet?,fascinated by reptiles and it felt like the perfect pet,4,1,0,0,0,0,0,0
What is the favorite game Jolene plays with her partner?,It takes two,4,1,0,0,0,0,0,0
What activity does Deborah do with her cats?,take them out for a run in the park every morning and evening,4,1,0,0,0,0,0,0
How does Jolene describe the feeling of finding her snake snuggled under the bed after it got out?,It really showed how much she loves her.,4,1,1,1,1,1,0,1
Why does Deborah take her cats out for a run in the park every day?,Exercise and nature are important to her,4,1,1,0,0,0,0,1
"How did Jolene come to have her pet, Susie?",She adopted her two years ago when feeling lonely.,4,1,0,0,0,0,0,0
What activities have been helping Jolene stay distracted during tough times?,"Video games and spending time with her pet, Susie",4,1,0,0,0,0,0,0
What kind of yoga routine does Deborah recommend to Jolene?,A gentle flow routine focused on breathing and grounding,4,1,0,0,0,0,0,0
What did Jolene design inspired by their love for space and engines?,Notebooks,4,1,1,1,0,0,0,1
What journal has Jolene been using to help track tasks and stay organized?,bullet journal,4,1,1,1,1,1,0,1
What game did Jolene recommend for being calming and cute?,Animal Crossing: New Horizons,4,1,1,1,0,0,0,1
What game did Jolene suggest as an awesome open-world game for the Nintendo Switch?,Zelda BOTW,4,1,1,1,1,1,0,1
What did Deborah and her husband use to play to bond and make memories?,video games,4,1,1,1,0,0,0,1
What is special about the bench at the park near Deborah's house?,It holds special memories of conversations with her mom,4,1,1,1,1,1,0,1
What did Deborah and her mom chat about at their special bench in the park?,dreams and life,4,1,0,1,0,0,0,1
What feeling does Deborah get when she thinks about the time spent with her mom at their special spot?,peace and gratitude,4,1,1,1,0,0,0,1
What habits does Jolene practice to feel balanced?,"yoga, meditation, walks, and mindfulness",4,1,0,0,0,0,0,0
Which yoga pose is Jolene a fan of for rest and calmness?,savasana (the corpse pose),4,1,1,0,0,0,0,1
How long has Jolene been doing yoga?,3 years,4,1,0,0,0,0,0,0
What did Jolene participate in recently that provided her with a rewarding experience?,presenting at a virtual conference,4,1,0,0,0,0,0,0
How did Jolene feel after receiving positive feedback at the virtual conference?,thrilled and rewarded,4,1,0,0,0,0,0,0
What kind of event did Jolene present at recently?,virtual conference,4,1,0,0,0,0,0,0
